Description,Manufacturer
"Brass Magellan Tub and Shower Trim with Single Function Shower Head, Metal Lever Handles",Kingston
Origins Shower Trim Package with Single Function Shower Head and Rough In Valve with Single Lever Handle,Symmons
Neo 1.75 GPM Single Function Hand Shower Wand,Speakman
Allure Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Personal Hand Shower,Grohe
"1.75 GPM Universal 6"" Wide Single Function Shower Head with Touch-Clean® Technology - Limited Lifetime Warranty",Delta
Vichy Shower Trim Package With Single Function Shower Head and Posi-Temp Pressure-Balancing Valve Technology (Less Valve),Moen
Pfirst Series Tub and Shower Trim Package with Multi Function Shower Head and Pforever Seal,Pfister
"Hardware 8"" Bostonian Rainfall Shower Head - 12"" Ceiling Arm",Signature
"Atavis 1.75 GPM Multi Function Hand Shower Package with Included Slide Bar, Hose, and Wall Supply - Limited Lifetime Warranty",Brizo
Versa 1.75 GPM Multi Function Hand Shower Package with Dual Valve Technology - Includes Slide Bar and Hose,Danze
"Hardware Thermostatic Shower System with Rain Shower Head, Hand Shower - Rough In Included",Signature
"Hardware Cooper Pressure Balanced Shower System with 12"" Rain Shower Head and Hand Shower - Rough In Included",Signature
Dorval Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,Delta
"Park Avenue Single Function Hand Shower Package - Includes Hose, Slide Bar, and Wall Supply",Pfister
Standard Townsend Shower Only Trim Package with 1.75 GPM Single Function Shower Head,American
Standard Multi-Function Hand Shower Package with FloWise Turbine Technology,American
Shower Only Trim Package with 1.8 GPM Single Function Shower Head,PROFLO
Hardware Windom Single Function Shower Head,Signature
Belshire Personal Shower Set,DXV
Avian Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Danze
Parma Tub and Shower Trim Package with 1.75 GPM Multi Function Shower Head,Danze
"Brass 1-3/4"" Multi Function Shower Head with 1/2"" IPS Inlet",Kingston
Colinet Single Function Pressure Balanced Valve Trim Only with Single Lever Handle,Moen
Essential 1.75 GPM Multi Function Shower Head with H2Okinetic and Touch Clean Technologies,Brizo
Kelper Shower Only Trim Package with 1.8 GPM Single Function Shower Head,PROFLO
"Hardware Pressure Balance Shower System - 10"" Rainfall and Hand Shower",Signature
Atavis Pressure Balanced Shower Only Trim Package with 1.75 GPM Multi Function Shower Head - Less Handle and Rough In,Brizo
Hardware Pinecrest Hand Shower,Signature
"7"" Rainshower Shower Head with Eco Performance from the ExactTemp Collection",Moen
Classic Wall Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
Vettis Multi Function Showerhead with H2Okinetic Technology - Limited Lifetime Warranty,Brizo
"Brass 6"" 1.8 GPM Single Function Solid Brass Shower Head",Newport
Modern Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Delta
"SmartControl Shower System with Tub Spout, Hand Shower, Shower Head, Shower Arm, Wall Supply Elbow, Valve Trim, and Rough In",Grohe
Taut Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Kohler
Pfirst Series Tub and Shower Trim Package with Multi Function Shower Head,Pfister
"Joleena 1.75 GPM 5-3/4"" Single Function Shower Head - Limited Lifetime Warranty",Hansgrohe
Kintsu 1.75 GPM Multifunction Slide Bar Hand Shower,Brizo
"Faucets Elite 1.75 GPM Tub and Shower Trim Package - Includes Single Function Shower Head, Valve Trim, and Tub Spout",Olympia
Cia Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Moen
Compel Tempassure 17T Series Dual Function Thermostatic Shower Only with H2Okinetic Shower Head and Integrated Volume Control - Less Rough-In Valve,Delta
"Hardware Deck Mounted Clawfoot Tub Filler Faucet with 6"" Deck Couplers and Metal Cross Handles - Includes Hand Shower and Valve",Signature
"Hardware Windom Pressure Balanced Shower Only Trim Package with 4-7/8"" Shower Head and 12"" Shower Arm - Rough In Included",Signature
1.75 GPM Single Function Hand Shower,PROFLO
Brass Kingston Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
Hardware 1.8 GPM Vintage Multi Function Hand Shower,Signature
"Standard Studio S Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
1.75 GPM Single Function Eco-Performance Rain Shower Head,Moen
Starck 1.75 GPM Single Function Hand Shower - Includes Hose,Axor
Dinamic 1.8 GPM Multi Function Shower Head,Rohl
Spa Shower 1.8 GPM Single Function Hand Shower,Rohl
Typhoon Multi Function Hand Shower Package - Includes Hose and Wall Supply,Pfister
"Essential 1.75 GPM 12"" Single Function Round Metal Raincan Shower Head",Brizo
Belfield Shower Trim Package with Single Function 1.75 GPM Shower Head and Posi-Temp Pressure-Balancing Valve Technology,Moen
Colinet Single Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
"Single Function Hand Shower Package with Slide Bar, Hose and Wall Supply Included from the M-DURA Collection",Moen
Graceline 1.8 GPM Single Function Shower Head,Rohl
Willett Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,PROFLO
Ashfield Tub and Shower Trim Package with Raincan Shower Head,Pfister
"Standard Townsend Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
Dorval Monitor 14 Series Single Function Pressure Balanced Shower Only - Less Handle and Rough-In Valve,Delta
Hardware Provincetown Pressure Balanced Shower Only Trim Package - Less Valve,Signature
"Trinsic Thermostatic Shower System with Shower Head, Shower Arm, Hand Shower, Slide Bar, Hose, Valve Trim and MultiChoice Rough-In",Delta
Hardware Provincetown Deck Mounted Roman Tub Filler Faucet - Includes Hand Shower and Valve,Signature
Bossini 1.8 GPM Single Function Shower Head,Rohl
Rizon Posi-Temp® Shower Trim and Tub Faucet,Moen
Nebia 0.4 GPM Single Function Hand Shower,Moen
1 GPM Multi Function Shower Head,PROFLO
Odin Deck Mounted Roman Tub Filler - Includes Hand Shower,Brizo
Tempesta Rustic 1.75 GPM Multi Function Hand Shower,Grohe
Zura Four Hole Widespread Deck Mounted Roman Tub Filler with H2Okinetic Handshower - Less Rough-In Valve,Delta
Hardware Vilamonte Pressure Balanced Shower Only Trim Package with 1.8 GPM Single Function Shower Head - Less Rough-in Valve,Signature
"Rhen Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
90 Degree Single Function Pressure Balanced Valve Trim Only with Single Lever Handle,Moen
"Hardware 1.8 GPM 10"" Wide Traditional Rain Shower Head",Signature
1.75 GPM Multi-Function Shower Head with HydroBoost Technology from the Avira Collection,Moen
"Standard Patience Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
Universal Showering 1.75 GPM Multi Function Shower Head with Touch Clean Technology,Delta
"Hardware Rigi 1.8 GPM Rain Shower Head with 12"" Wall Mounted Shower Arm",Signature
Statement 1.75 GPM Hand Shower,Kohler
July Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head and Pressure-Balancing Diaphragm Technology,Kohler
Belfield Tub and Shower Trim Package with Single Function 1.75 GPM Shower Head and Posi-Temp Pressure-Balancing Valve Technology,Moen
Hardware 1.8 GPM Lowden Multi Function Hand Shower,Signature
Standard Townsend 1.8 GPM Square Single Function Shower Head,American
"Standard Colony Tub and Shower Trim Package with Single Function Shower Head , Diverter Tub Spout, and FloWise Turbine Technology",American
1.75 GPM Multi Function Shower Head,PROFLO
Honesty Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Kohler
Atavis Thermostatic Shower Only Trim Package with 1.75 GPM Multi Function Shower Head and Integrated Volume Control - Less Rough In,Brizo
Awaken 1.5 GPM Multi Function Hand Shower with MasterClean Sprayface,Kohler
"Hardware Hibiscus Floor Mounted Tub Filler Faucet - Includes Hand Shower, Less Valve",Signature
Brass Victorian Tub and Shower Trim Package with Single Function Shower Head,Kingston
Hardware Key West Pressure Balanced Tub and Shower Trim Package - Rough In Included,Signature
Elios 1.8 GPM Single Function Rain Shower Head,Rohl
"Hardware 1.8 GPM Traditional Multi Function Hand Shower Package - Includes 27"" Slide Bar and Hose",Signature
Standard Edgemere Shower Only Trim Package with 1.8 GPM Single Function Shower Head,American
Hardware Edenton Pressure Balanced Shower Only Trim Package - Less Valve,Signature
Pfirst Series Multi Function Hand Shower,Pfister
Standard Single Function Shower Head with FloWise Turbine Technology,American
Pfirst Series Tub and Shower Trim Package with Multi Function Shower Head and Pforever Seal,Pfister
"1.5 GPM Universal 6"" Wide Single Function Shower Head with H2Okinetic Technology - Limited Lifetime Warranty",Delta
Stryke Monitor 14 Series Single Function Pressure Balanced Tub and Shower with Cross Handle - Less Rough-In Valve,Delta
Hardware 1.8 GPM Vintage Multi Function Hand Shower Package - Includes Slide Bar and Hose,Signature
Gibson Posi-Temp Pressure Balanced Shower Trim with Single Function Showerhead and Single Lever Valve Trim - Includes Rough-In,Moen
"Baltera, Spa Shower 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Hardware Key West Pressure Balanced Shower Only Trim Package - Rough In Included,Signature
Standard Fluent Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,American
"Hardware Pendleton Floor Mounted Tub Filler Faucet - Includes Hand Shower, Less Valve",Signature
Chateau Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Moen
Oki 1.8 GPM Single Function Rain Shower Head,Rohl
Tisbury 1.8 GPM Single Function Hand Shower,Pfister
"Defined Pressure Balanced Shower System with Shower Head, 1.75 GPM Hand Shower, Slide Bar, Shower Arm, and Hose - Valves Included",Grohe
Standard Multi-Function Shower Head Only with FloWise Turbine Technology,American
Brass 1.8 GPM Single Function Rainfall Shower Head,Newport
Mantova 1.8 GPM Single Function Shower Head,Rohl
"Hardware Boca Raton Pressure Balanced Tub and Shower Trim Package with 4-1/2"" Shower Head",Signature
Hardware Vilamonte Floor Mounted Tub Filler Faucet - Includes Hand Shower,Signature
1.5 GPM Single Function Shower Head from the Easy Clean XL Collection,Moen
Hardware Hibiscus Deck Mounted Roman Tub Filler Faucet - Includes Hand Shower,Signature
Hardware Vilamonte Pressure Balanced Shower Only Trim Package with 1.8 GPM Single Function Shower Head - Rough In Included,Signature
Statement 1.75 GPM Hand Shower,Kohler
1.75 GPM Single Function Shower Head from the M-DURA Collection,Moen
Rizon Single Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
"Hardware 1.8 GPM 6"" Wide Modern Round Rain Shower Head",Signature
Metropol Deck Mounted Roman Tub with Built-In Diverter - Includes 1.75 GPM Hand Shower,Hansgrohe
Tub and Shower Trim Package with TempAssure Technology from the Siderna Collection,Brizo
Hardware 1.8 GPM Contemporary Tubular Single Function Hand Shower Package - Includes Hose,Signature
Coralais Single Handle Shower Valve Trim Only with Metal Lever Handle and 1.5 GPM Single Function Shower Head,Kohler
Hardware Lentz Floor Mounted Tub Filler Faucet - Includes Hand Shower,Signature
Wynford Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Moen
Glyde Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Moen
"Elysa Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Wall Mounted Rain Shower Arm",Miseno
Hardware 1.8 GPM Contemporary Multi Function Hand Shower,Signature
Hardware 1.8 GPM Contemporary Tubular Single Function Hand Shower Package - Includes Slide Bar and Smooth Hose,Signature
"Grohtherm Thermostatic Shower System with Shower Head, Hand Shower, Shower Arm, and Hose - Valve Included",Grohe
Hardware 1.8 GPM Modern Multi Function Hand Shower Package - Includes Hose,Signature
Hardware 1.8 GPM Classic Multi Function Hand Shower,Signature
Pfirst Series Shower Trim Package with Single Function Shower Head and EZ Clean,Pfister
Single Handle Posi-Temp Pressure Balanced Shower Trim with Shower Head from the M-DURA Collection (Less Valve),Moen
Eva Multi Function Pressure Balanced Valve Trim Only with Single Lever Handle,Moen
Hardware Boca Raton 1.8 GPM Single Function Hand Shower,Signature
Awaken 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
AXOR Starck Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Axor
Awaken G90 1.75 GPM Single Function Shower Head,Kohler
AXOR Starck 1.75 GPM Multi Function Hand Shower with QuickClean Technology,Axor
AXOR ShowerSolutions 1.75 GPM Multi Function Hand Shower with AirPower and QuickClean Technologies,Axor
Brass Restoration Tub and Shower Trim Package with Single Function Shower Head,Kingston
Brass NuvoFusion Tub and Shower Trim Package with Single Function Shower Head,Kingston
Brass Manhattan Tub and Shower Trim Package with Multi Function Shower Head,Kingston
Brass NuvoFusion Tub and Shower Trim Package with Single Function Shower Head,Kingston
Brass Restoration Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
Brass NuvoFusion Tub and Shower Trim Package with Single Function Shower Head,Kingston
Brass Serena Tub and Shower Trim Package with Multi Function Shower Head,Kingston
Brass Manhattan Tub and Shower Trim Package with Multi Function Shower Head,Kingston
Brass American Classic Tub and Shower Trim Package with Single Function Shower Head,Kingston
Brass Tub and Shower Trim Package with Single Function Shower Head,Kingston
Anzzi Thyme 1.8 GPM Single Function Rain Shower Head,Anzzi
Brass Concord 1.8 GPM Single Function Hand Shower,Kingston
"Grohtherm Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Hose, and Valve Trim",Grohe
Multi Function Handshower With Wall Bracket,Graff
Brass Legacy Tub and Shower Trim Package with 1.8 GPM Multi Function Shower Head,Kingston
Brass Victorian 1.8 GPM Single Function Shower Head,Kingston
"Trinsic Thermostatic Shower System with Shower Head, Shower Arm, Hand Shower, Slide Bar, Hose, Valve Trim and MultiChoice Rough-In",Delta
Rainshower Allure 1.8 GPM Single Function Rain Shower Head,Grohe
Hardware Provincetown Deck Mounted Roman Tub Filler Faucet - Includes Hand Shower and Valve,Signature
1.75 GPM Single Function Eco-Performance Rain Shower Head,Moen
Bossini 1.8 GPM Single Function Shower Head,Rohl
Willett Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,PROFLO
"Hardware 1.8 GPM 10"" Wide Traditional Rain Shower Head",Signature
"Standard Colony Tub and Shower Trim Package with Single Function Shower Head , Diverter Tub Spout, and FloWise Turbine Technology",American
Belfield Tub and Shower Trim Package with Single Function 1.75 GPM Shower Head and Posi-Temp Pressure-Balancing Valve Technology,Moen
Standard Single Function Shower Head with FloWise Turbine Technology,American
"Single Function Hand Shower Package with Slide Bar, Hose and Wall Supply Included from the M-DURA Collection",Moen
July Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head and Pressure-Balancing Diaphragm Technology,Kohler
Glyde Single Function Pressure Balanced Valve Trim Only with Single Lever Handle,Moen
Tempesta Cosmopolitan 1.75 GPM Single Function Rain Shower Head,Grohe
