Description,Manufacturer
Bossini 1.8 GPM Multi Function Shower Head,Rohl
"Hardware Lentz Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Signature
1.8 GPM Single Function Rain Shower Head,Rohl
and Rowe 1.75 GPM Single Function Hand Shower,Perrin
Atavis Two Handle Tub Filler Trim Kit with Hand Shower - Less Body Assembly and Union,Brizo
Tenerife 1.8 GPM Single Function Rain Shower Head,Rohl
1.8 GPM Multi Function Shower Head Combination with Hand Shower,PROFLO
"Standard Spectra Multi-Function Hand Shower Package - Includes Hose, Shower Arm Bracket, and Hand Shower",American
VIA Single Function Pressure Balanced Valve Trim Only with Single Lever Handle,Moen
Shower Only Trim Package with 1.75 GPM Single Function Shower Head,PROFLO
Alvord Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,PROFLO
1.8 GPM Multi Function Hand Shower,PROFLO
Bartlett Shower Only Trim Package with 1.8 GPM Single Function Shower Head,PROFLO
1.75 GPM Multi-Function Hand Shower,PROFLO
Pixley Tub and Shower Trim Package with 1.8 GPM Multi Function Shower Head,PROFLO
Gibson Posi-Temp Pressure Balanced Shower Trim with Single Function Showerhead and Single Lever Valve Trim - Includes Rough-In,Moen
Retrofit Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,PROFLO
Retrofit Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,PROFLO
Retrofit Shower Only Trim Package with 1.75 GPM Single Function Shower Head,PROFLO
Modern Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Delta
Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,PROFLO
Coralais 1.75 GPM Single Function Shower Head,Kohler
"Hardware Oxford Thermostatic Shower Set - 18"" Shower Arm and Hand Shower - 1/2"" IPS",Signature
Hardware Glenley Pressure Balanced Tub and Shower Trim Package with Cross Handle - Rough In Included,Signature
Weymouth Deck Mounted Roman Tub Filler Trim with Personal Hand Shower and Built-In Diverter (Less Valve),Moen
1.6 GPM Single Function Square Rain Shower Head,ThermaSol
Brass Victorian 1.8 GPM Single Function Shower Head with Shower Arm,Kingston
Brass Paris Tub and Shower Trim Package with 1.8 GPM Multi Function Shower Head,Kingston
"Coralais Single Handle Tub and Shower Trim Only with Metal Lever Handle, 1.75 GPM Single Function Shower Head, and Slip-Fit Diverter Tub Spout",Kohler
Croma Select E 1.8 GPM Multi Function Hand Shower Package with Select Technology - Includes Slide Bar and Hose,Hansgrohe
Essence Tub and Shower Package with 1.75 GPM Multi Function Shower Head - Valve Included,Grohe
"Deckard Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
BauLoop Tub and Shower Valve Trim Pressure Balanced with Multi Function Shower Head and Diverter Tub Spout,Grohe
Standard Times Square Shower Only Trim Package with 1.75 GPM Multi Function Shower Head,American
"Hardware 10"" Bostonian 1.8 GPM Single Function Rain Shower Head",Signature
Northcott Pressure Balancing Tub and Shower Faucet with Multi Function Showerhead,Pfister
Brass Solid Brass Multi Function Handshower,Newport
Brass Restoration Tub and Shower Trim Package With 1.8 GPM Single Function Shower Head with Diverter and Lever Handle,Kingston
Kintsu Two Handle Tub Filler Trim Kit with Hand Shower and Lever Handles - Less Body Assembly and Union,Brizo
Brass Restoration Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head,Kingston
"Brass 2-1/4"" Multi Function Shower Head with 1/2"" IPS Inlet",Kingston
Mono Chic 1.75 GPM Single Function Shower Head with Air-Injection Technology,Danze
"Tenet Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
Doux Single Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
"Contempra Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
"Tisbury Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
Artifacts 1.75 GPM Rite-Temp Pressure Balancing Shower Trim with Cross Handle,Kohler
"Standard Studio S Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
Refinia Shower Only Trim Package with 1.75 GPM Single Function Shower Head and Pressure-Balancing Diaphragm Technology,Kohler
"Hardware 5-1/2"" Lambert 1.6 GPM Single Function Rain Shower Head",Signature
Rem 1.8 GPM Multi Function Shower Head,DXV
"Graceline, Michael Berman 1.8 GPM 5-Function Hand Shower Package - Includes 24"" Slide Bar, Hose, and Wall Supply",Rohl
Brass Aqua Vintage Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Kingston
"Brass Tub and Shower Trim with Single Function Shower Head, Metal Lever Handle and Valve",Kingston
Xander Tub and Shower Trim Package with 1.5 GPM Multi Function Shower Head - Lifetime Limited Warranty,Peerless
Lombardia Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"and Rowe 12"" 1.75 GPM Single Function Rain Shower Head",Perrin
SmartControl Shower System with Shower System and Valve Trim,Grohe
"Bella Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Wall Mounted Rain Shower Arm",Miseno
"Standard Studio S Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Standard Shower Arm - Rough-In Valves Included",Miseno
Nebia 1.5 GPM Multi Function Shower Head with Magnetix Technology,Moen
Forte Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head and Pressure-Balancing Diaphragm Technology,Kohler
Dorval Monitor 17 Series Dual Function Pressure Balanced Tub and Shower with Integrated Volume Control - Less Rough-In Valve,Delta
and Rowe Georgian Era Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
"brand 1.8 GPM Single Function Square Rain Shower Head - 16""",ALFI
"Rhen Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
"Hardware Glenley Pressure Balanced Shower Only Trim Package with 10"" Rain Shower Head - Rough In Included",Signature
Mia Tub and Shower Trim Package with Single Function Shower Head - Eco Friendly,Miseno
Mia Shower Trim Package with Single Function Shower Head,Miseno
Pitch Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Kohler
Metropol Deck Mounted Roman Tub with Built-In Diverter - Includes1.8 GPM Hand Shower,Hansgrohe
"Brass Ithaca Multi-Function Hand Shower Package with Slide Bar, Hose and Wall Supply Included",Newport
"Hardware Bostonian Shower System with 12"" Rain Shower Head, Hand Shower - Rough In Included",Signature
Brass Victorian 1.8 GPM Single Function Rain Shower Head,Kingston
Brass Victorian 1.8 GPM Multi Function Shower Head - 8 Nozzles,Kingston
Westchester Deck Mounted Roman Tub with 1.75 GPM Hand Shower Less Rough In - Lifetime Limited Warranty,Peerless
"SmartControl Shower System with Hand Shower, Shower Head, Wall Supply Elbow, Slide Bar, Hand Shower Hose, Shower Arm, Valve Trim, and Rough In",Grohe
Grohtherm Thermostatic Tub and Shower Package with 1.75 GPM Multi Function Shower Head - Valve Included,Grohe
"Monitor 14 Series Single Function Pressure Balanced Shower System with Shower Head, 2 Body Sprays and Hand Shower - Includes Rough-In Valves",Delta
"Bella Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Standard Shower Arm - Rough-In Valves Included",Miseno
"Standard Townsend Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, Wall Supply Elbow, Diverter, and Valve Trim",American
Awaken 1.75 GPM Multi Function Shower Head with MasterClean Sprayface Technology,Kohler
Gibson Posi-Temp Pressure Balanced Tub and Shower Trim Package with Single Function Showerhead and Single Lever Valve Trim - Includes Rough-In,Moen
Modern Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Delta
Chateau Pressure Balanced Shower Trim Package with Single Function Shower Head,Moen
"Litze Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower, Less Handles and Rough-In",Brizo
Conservation Earth Spa 1.25 GPM Multi Function Shower Head,Niagara
Brass Concord Floor Mounted Tub Filler with Built-In Diverter – Includes Hand Shower,Kingston
Brass Made to Match Single Function Rain Shower Head,Kingston
Faucets P-Accessory 1.5 GPM Single Function Shower Head with Hardwater Anti-Scale Technology,Pioneer
Anystream Eco 1.75 GPM Shower Head,Speakman
"Essence Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, and Hose - Valves Included",Grohe
"Defined Pressure Balanced Shower System with Shower Head, 1.75 GPM Hand Shower, Slide Bar, Shower Arm, Hose, and Tub Spout - Valves Included",Grohe
Pfirst Series Tub and Shower Trim Package with Multi Function Shower Head and Pforever Seal,Pfister
SmartControl Shower System with Shower System and Valve Trim,Grohe
"Contempra Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
"Bella Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Standard Shower Arm",Miseno
"Elysa Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Standard Shower Arm - Rough-In Valves Included",Miseno
Grohtherm Thermostatic Tub and Shower Package with 1.75 GPM Multi Function Shower Head - Valve Included,Grohe
"Bella Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Ceiling Mounted Shower Arm",Miseno
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Heads, Ceiling Mounted and Standard Shower Arms - Rough-In Valves Included",Miseno
Artifacts 1.75 GPM Rite-Temp Pressure Balancing Shower Trim with Lever Handle,Kohler
Margaux 1.75 GPM Rite-Temp Pressure Balancing Shower Trim with Lever Handle,Kohler
"Deckard Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, and Valve Trim - Less Rough-In Valve",Pfister
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Standard Shower Arm - Rough-In Valves Included",Miseno
Trillian Monitor 14 Series Single Function Pressure Balanced Tub and Shower - Less Rough-In Valve,Delta
"Standard Studio S Pressure Balanced Shower System with Shower Head, Hand Shower, Shower Arm, Hose, Tub Spout, Diverter, and Valve Trim",American
Tenerife 1.75 GPM Multi Function Hand Shower,Rohl
Exhale 1.75 GPM Multi Function Hand Shower with Katalyst Air-Induction Technology,Kohler
"Joleena 1.5 GPM 5-3/4"" Single Function Shower Head - Limited Lifetime Warranty",Hansgrohe
"1.75 GPM Square Multi Function Hand Shower with Active Wave, Comfort Wave, and Warm Spa",TOTO
"Vernis Round Showerhead 200 1-Jet, 1.5 GPM",Hansgrohe
Parma 1.75 GPM Multi Function Hand Shower with Dual Valve Technology,Danze
1.75 GPM Single Function Showerhead,Moen
Brass Vintage Shower Trim with Single Function Shower Head and Porcelain Lever Handle,Kingston
Paradox Wall Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Riobel
Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Lombardia Thermostatic Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
Tub and Shower Trim Package with H2Okinetic and TempAssure Technologies from the Jason Wu Collection,Brizo
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Wall Mounted Rain Shower Arm - Rough-In Valves Included",Miseno
"Mia Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, and Ceiling Mounted Shower Arm - Rough-In Valves Included",Miseno
Defined Shower Only Package with 1.8 GPM Multi Function Shower Head - Valve Included,Grohe
"Bella Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Hand Shower Holder, and Ceiling Mounted Shower Arm",Miseno
"Hardware 8"" Lambert Rainfall Nozzle Shower Head - 8"" Standard Arm",Signature
and Rowe Deco Shower Only Trim Package,Perrin
"Hardware 6"" Lambert Rainfall Nozzle Shower Head - 17-1/2"" S-Type Arm",Signature
"SmartControl Shower System with Shower Head, Shower Arm, Valve Trim, and Rough In",Grohe
"Hardware 6"" Lambert Rainfall Shower Head - 8"" Standard Arm",Signature
1.5 GPM Multi-Function Shower Head,Pfister
San Giovanni Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Defined Tub and Shower Package with 1.8 GPM Multi Function Shower Head - Valve Included,Grohe
"Hardware Hinson Thermostatic Shower System with 6"" Rain Shower Head and Hand Shower - Rough In Included",Signature
"SmartControl Shower System with Tub Spout, Shower Head, Shower Arm, Valve Trim, and Rough In",Grohe
1.8 GPM Single Function Rain Shower Head,Rohl
"Hardware Sebastian 37-1/2"" Floor Mounted Tub Filler Faucet with Metal Cross Handles - Includes Hand Shower and Valve",Signature
Legend Single Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
Coralais 1.5 GPM Single Function Shower Head,Kohler
and Rowe Georgian Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Perrin
"Hardware 1.8 GPM 10"" Wide Modern Square Rain Shower Head with 10"" Curved Shower Arm",Signature
"Hardware 1.8 GPM 8"" Wide Modern Square Rain Shower Head with 18"" Shower Arm",Signature
"Hardware Bostonian Pressure Balanced Shower Only Trim Package with 12"" Shower Head and 6"" Shower Arm - Rough In Included",Signature
"Hardware 1.8 GPM 8"" Wide Traditional Rain Shower Head with 17"" Shower Arm",Signature
"Hardware Woodrow Wall Mounted Tub Faucet with Hand Shower and 4"" Wall Couplers",Signature
"Hardware 1.8 GPM 10"" Wide Contemporary Shower Head with 12"" Shower Arm",Signature
"Hardware Bostonian Pressure Balanced Shower Only Trim Package with 10"" Shower Head and 6"" Shower Arm - Rough In Included",Signature
"Hardware Woodrow Wall Mounted Tub Faucet with Hand Shower and 2"" Wall Couplers",Signature
"Hardware Glenley Pressure Balanced Shower Only Trim Package with 12"" Rain Shower Head - Rough In Included",Signature
"Hardware 1.8 GPM 8"" Wide Modern Square Rain Shower Head with 12"" Shower Arm",Signature
"Hardware 1.8 GPM 8"" Wide Contemporary Shower Head with 12"" Shower Arm",Signature
"Hardware Bostonian Pressure Balanced Shower Only Trim Package with 8"" Shower Head and 6"" Shower Arm - Rough In Included",Signature
"Hardware Lentz Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Signature
"Hardware Lambert Pressure Balanced Shower Only Trim Package with 8"" Shower Head and 6"" Shower Arm - Rough In Included",Signature
"Hardware Gunther Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Signature
"Hardware Cambridge Pressure Balanced Shower Only Trim Package with 5-1/4"" Rain Shower Head and 12"" Shower Arm - Rough In Included",Signature
"Hardware Windom Pressure Balanced Shower Only Trim Package with 4-7/8"" Shower Head and 10"" Shower Arm - Rough In Included",Signature
"Hardware Windom Pressure Balanced Shower Only Trim Package with 4-7/8"" Shower Head and 8"" Shower Arm - Rough In Included",Signature
"Hardware Glenley Pressure Balance Shower System - 8"" Rainfall",Signature
"Hardware Cambridge Pressure Balanced Shower Only Trim Package with 5-1/4"" Rain Shower Head and 6"" Shower Arm - Rough In Included",Signature
1.8 GPM Multi Function Shower Head,PROFLO
"Hardware Windom Pressure Balanced Shower Only Trim Package with 4-7/8"" Shower Head and 8"" Shower Arm - Rough In Included",Signature
"Hardware 12"" Bostonian Shower - 15"" Ornate Arm",Signature
Hardware 1.8 GPM Classic Multi Function Hand Shower Package - Includes Hose,Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 17"" Victorian Arm",Signature
"Hardware 10"" Lambert Rainfall Nozzle Shower Head - 17-1/2"" S-Type Arm",Signature
"Hardware 10"" Bostonian Rainfall Nozzle Shower Head - 17"" Victorian Arm",Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 6"" Ceiling Arm",Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 19"" Ornate Arm",Signature
"Hardware 8"" Lambert Rainfall Nozzle Shower Head - 17-1/2"" S-Type Arm",Signature
"Hardware 8"" Lambert Rainfall Shower Head - 17-1/2"" S-Type Arm",Signature
Pfirst Series Tub and Shower Trim Package with Multi Function Shower Head and Pforever Seal,Pfister
"Hardware 8"" Lambert Rainfall Nozzle Shower Head - 17"" Victorian Arm",Signature
"Hardware 8"" Lambert Rainfall Shower Head - 17"" Victorian Arm",Signature
"Hardware 10"" Bostonian Shower Head - 12"" Extended Arm",Signature
"Hardware 10"" Bostonian Rainfall Shower Head - 12"" Ceiling Arm",Signature
Hardware Bostonian 1.8 GPM Single Function Rain Shower Head,Signature
Pfirst Series Tub and Shower Trim Package with Multi Function Shower Head and Pforever Seal,Pfister
"Hardware 6"" Lambert Rainfall Nozzle Shower Head - 15"" Extended Arm",Signature
"Hardware 4"" Riggs Square Shower Head With 12"" Standard Arm",Signature
"Hardware 6"" Lambert Rainfall Nozzle Shower Head - 8"" Standard Arm",Signature
Hardware Sunflower 1.8 GPM Shower Head - Victorian Arm,Signature
"Hardware 4"" Riggs Square Shower Head With 10"" Standard Arm",Signature
"Hardware 6"" Bostonian Rainfall Nozzle Shower Head - 8"" Standard Arm",Signature
"Hardware Lentz Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, and Hose - Less Rough In Valve",Signature
"Hardware Riggs 4"" 1.8 GPM Single Function Shower Head",Signature
"Vernis Square Showerhead 230 1-Jet, 1.75 GPM",Hansgrohe
1.5 GPM Fundamentals Single Function Water Efficient Shower Head - Limited Lifetime Warranty,Delta
Raindance Classic 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
"SmartControl Shower System with Shower Head, Shower Arm, Valve Trim, and Rough In",Grohe
Raindance S 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
Raindance Classic 1.75 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
"Hardware Glenly Pressure Balanced Shower System with 12"" Rain Shower Head and 4 Body Sprays - Rough In Included",Signature
Raindance S 1.5 GPM Single Function Rain Shower Head with QuickClean Technology,Hansgrohe
Hardware Vilamonte Pressure Balanced Tub and Shower Trim Package - Less Valve,Signature
Hardware Vilamonte Pressure Balanced Tub and Shower Trim Package - Rough In Included,Signature
Hardware Gunther Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head - Valve Included,Signature
Hardware Gunther Shower Only Trim Package with 1.8 GPM Single Function Shower Head,Signature
Hardware Vilamonte Pressure Balanced Shower Only Trim Package - Rough In Included,Signature
"Hardware 1.8 GPM 10"" Wide Traditional Rain Shower Head with 12"" Shower Arm",Signature
Hardware Gunther Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head - Less Rough-In Valve,Signature
Kelper Tub and Shower Trim Package with 1.8 GPM Single Function Shower Head - Less Rough-In Valve,PROFLO
Hardware Gunther Shower Only Trim Package with 1.8 GPM Single Function Shower Head - Less Rough-In Valve,Signature
Croma 1.75 GPM Single Function Rain Shower Head with AirPower and QuickClean Technologies,Hansgrohe
Kelper Shower Only Trim Package with 1.8 GPM Single Function Shower Head - Less Rough-In Valve,PROFLO
1.75 GPM Single Function Shower Head,PROFLO
Nebia 1.5 GPM Multi Function Shower Head,Moen
Rainfinity 1.5 GPM Single Function Hand Shower with QuickClean and PowderRain Technologies,Hansgrohe
Croma Select E 1.5 GPM Rain Shower Head with Select and QuickClean Technologies,Hansgrohe
1.8 GPM Multi Function Hand Shower,PROFLO
1.75 GPM Multi Function Shower Head,PROFLO
"Hardware 10"" Lambert Rainfall Nozzle Shower Head - 15"" Extended Arm",Signature
Hardware Billings Slide Bar And Telephone Hand Shower,Signature
Croma Select S 1.75 GPM Multi Function Hand Shower Package with Select and QuickClean Technologies - Includes Hose and Hand Shower Holder,Hansgrohe
Croma 1.5 GPM Single Function Rain Shower Head with AirPower and QuickClean Technologies,Hansgrohe
Club 1.5 GPM Shower Head with QuickClean Technology,Hansgrohe
Croma 100 1.75 GPM Multi Function Hand Shower Package with QuickClean Technology - Includes Hose and Hand Shower Holder,Hansgrohe
Croma 100 1.5 GPM Shower Head with QuickClean Technology,Hansgrohe
Croma 100 1.5 GPM Multi Function Hand Shower with QuickClean Technology,Hansgrohe
Club 1.75 GPM Shower Head with QuickClean Technology,Hansgrohe
"Hardware 6"" Lambert Rainfall Shower Head - 6"" Ceiling Arm",Signature
"Dia Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim – Less Rough-In Valve",Symmons
Joleena 1.5 GPM Single Function Hand Shower - Limited Lifetime Warranty,Hansgrohe
"Rainshower 1.75 GPM Multi Function Round Shower Head with Shower Arm, Flange, and Rough-In Set",Grohe
"Elysa Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Standard Shower Arm",Miseno
Conservation Earth Spa 1.5 GPM Multi Function Hand Shower,Niagara
Amalfi Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Danze
Flara Floor Mounted Tub Filler with Built-In Diverter - Includes Hand Shower,Moen
PuraVida Floor Mounted Tub Filler with Built-In Diverter - Includes 1.75 GPM Hand Shower,Hansgrohe
"Duro Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim – Less Rough-In Valve",Symmons
Duro Shower Only Trim Package with 1.5 GPM Single Function Shower Head,Symmons
"Hardware Lentz Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Signature
Modern Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Delta
Modern Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Delta
Modern Shower Only Trim Package with 1.75 GPM Single Function Shower Head,Delta
Brass Victorian 1.8 GPM Single Function Shower Head,Kingston
"Hardware Pasaia Wall Mounted Tub Filler Faucet with 2"" Wall Couplers, Integrated Diverter- Includes Telephone Style Hand Shower",Signature
Elm Tub and Shower Trim Package with 1.5 GPM Multi Function Shower Head,Symmons
"Vernis Handshower 100 Vario-Jet, 1.5 GPM",Hansgrohe
Mid-Town Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Danze
"Brass 6"" 1.8 GPM Single Function Solid Brass Shower Head",Newport
Elysa Shower Trim Package with Single Function Rain Shower Head,Miseno
"Elysa Pressure Balanced Shower System with 1.8 GPM Rain Shower Head, Hand Shower, Slide Bar, Tub Spout, and Ceiling Mounted Shower Arm",Miseno
Belshire Showerhead,DXV
Brass LUXnetic 1.8 GPM Multi Function Shower Head,Newport
Elm Shower Only Trim Package with 1.5 GPM Multi Function Shower Head,Symmons
Duro 1.5 GPM Single Function Shower Head,Symmons
Origins Shower Only Trim Package with 1.5 GPM Single Function Shower Head,Symmons
1.8 GPM Single Function Rain Shower Head,Fortis
Parma Shower Only Trim Package with 1.75 GPM Multi Function Shower Head,Danze
Universal Showering 1.75 GPM Multi Function Hand Shower Package - Includes Hose and Bracket,Delta
Single Handle Posi-Temp Pressure Balanced Shower Trim with Shower Head from the M-DURA Collection (Valve Included),Moen
"Brass Multi-Function Hand Shower Package with Slide Bar, Hose, and Wall Supply",Newport
Conservation Earth Spa 1.75 GPM Multi Function Shower Head,Niagara
Trillian Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Delta
Universal Showering 1.75 GPM 6 Setting Hand Shower Package with SureDock Magnetic Shower Arm holder - Limited Lifetime Warranty,Delta
Dia 1.5 GPM Single Function Shower Head,Symmons
Euphoria Single Function Hand Shower with DreamSpray and SpeedClean Technology,Grohe
"Brass 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Water Supply",Newport
Elysa Tub and Shower Trim Package with Single Function Rain Shower Head - Eco Friendly,Miseno
Lemora Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Danze
"Brass 8-7/8"" Single Function Shower Head",Newport
Weymouth Multi Function Pressure Balanced Valve Trim Only with Single Lever Handle and Integrated Diverter - Less Rough In,Moen
DXV Modulus Wall Mounted Tub Filler - Includes Hand Shower,DXV
Brass NWP Tub & Shower 1.8 GPM Single Function Hand Shower - Includes Hose and Wall Supply,Newport
Brass NWP Tub & Shower 1.8 GPM Single Function Hand Shower,Newport
Antioch Tub and Shower Trim Package with 1.75 GPM Single Function Shower Head,Danze
Florin 1.75 GPM Multi Function Shower Head with Air Injection Technology,Danze
Neo 1.75 GPM Multi Function Hand Shower with Anystream,Speakman
and Rowe Deco Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
and Rowe Georgian Era Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
Bellia Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
and Rowe Deco Wall Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
and Rowe Holborn Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
and Rowe Georgian Era Deck Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
and Rowe Edwardian Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Perrin
San Giovanni Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Lombardia Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
San Giovanni Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Acqui Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
and Rowe Georgian Era 1.8 GPM Single Function Hand Shower,Perrin
Lombardia Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Campo Floor Mounted Clawfoot Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
and Rowe Edwardian 1.8 GPM Single Function Hand Shower,Perrin
Eclissi Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
Acqui Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Eclissi Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Campo Pressure Balanced Shower System with Shower Head, Hand Shower, Slide Bar, Shower Arm, Hose, and Valve Trim",Rohl
"Shower 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Invari Shower Only Trim Package with 1.75 GPM Multi Function Shower Head with H2Okinetic and TempAssure Technology,Brizo
"Metropol Floor Mounted Tub Filler with Metal Loop Handle, Built-In Diverter, Personal Hand Shower and QuickClean Technology",Hansgrohe
Eclissi Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Modern 1.8 GPM Single Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Allure Deck Mounted Roman Tub Filler with Handles and Built-In Diverter - Includes Personal Hand Shower,Grohe
Caswell Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"Ocean4, Shower 1.8 GPM Multi Function Hand Shower Package - Includes Slide Bar, Hose, and Wall Supply",Rohl
Avanti Deck Mounted Roman Tub Filler with Built-In Diverter - Includes Hand Shower,Rohl
"SmartControl Shower System with Hand Shower, Shower Head, Wall Supply Elbow, Hand Shower Hose, Slide Bar, Diverter Trim, Valve Trim, and Rough In",Grohe
